SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,DoH
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:18:31,22.242313,10630,477.9179215758720776926392502,7688,345.6475052751932768862662800,26661.074968763016,163.28219427960605,186.91836734693877,122.0,66,1.1927516218168634,0.7405483977014479,0.8735481515122498,14.36543746457752603082049145,3.790176442407071638204064397,20.70546267346938775510204082,22.0062545,0.0,-1.029602589454518783034924426,5.462928438318224,0.1830520043033645118700013805,22.485862526489234375,4.741926035535480004562456357,1.359450625,0.0000275,1e-06,0.8600449151753720141900050542,0.2866872268382999,3.488119353754006332199417950,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:18:53,23.511065,19037,809.7038564607770851724496530,34776,1479.133335729368278297899308,33380.87085795657,182.7043263252312,203.0679245283019,121.0,66,1.3475530576470278,0.7502171803217613,0.8997202623192586,53.64516109508041970808116766,7.324285705451448301529450106,5.705230437735849056603773585,0.586402,0.586402,2.096652961227024765764334479,0.6988843204090083,1.283784377403365658047743578,0.0003211187650771484375,0.01791978697075242681859386674,0.00913578125,0.0010555,1e-06,1.352741736805488421417116017,0.509759477883818,1.961494751283851812738386960,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:18:52,0.020073,66,3287.998804364071140337767150,66,3287.998804364071140337767150,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00010073133225,0.0100365,0.0100365,0.0100365,0.0,0,1.0,1,0E-12,0.000000,0.020073,0.020073,0.020073,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:19:02,0.174714,4286,24531.52008425197751754295592,5303,30352.46173746809070824318601,119894.25632653064,346.2575000292855,273.9714285714286,122.0,66,1.316691438238091,0.6006264948884542,1.263845291586713,0.001689889371036734693877551021,0.04110826402363318836960645466,0.07626614285714285714285714286,0.071640,0.0,0.3376067781273820477126223663,1.8552508764003597,0.5390106603481273633633444959,0.00009938635791836734693877551021,0.009969270681367185494902537546,0.01243728571428571428571428571,0.018607,5e-06,-1.856619551090824010312989872,1.2470607040013435,0.8015632116512594441175470400,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:19:17,55.104892,11204,203.3213312531308472576264191,5007,90.86307618568601858433911820,33365.08997620464,182.66113427931143,197.6951219512195,121.0,66,1.2596295690457586,0.7209805330007499,0.9239536741042217,342.1699195350196734086853061,18.49783553648965907598189222,39.93765090243902439024390244,50.763202,0.0,-1.755700186036254112064484312,2.159044544625571,0.4631678408346240869016569612,66.65995211957505190311418688,8.164554618567693304320296433,2.977894352941176470588235294,0.000022,1.9e-05,1.094195271657176154177084979,0.3647321246610246,2.741720709636259884174080828,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:19:37,0.017728,66,3722.924187725631768953068592,66,3722.924187725631768953068592,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000078570496,0.008864,0.008864,0.008864,0.0,0,1.0,1,0E-12,0.000000,0.017728,0.017728,0.017728,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:19:48,45.075691,132,2.928407686528865414398195249,132,2.928407686528865414398195249,0.0,0.0,66.0,66.0,66,-10,-10,0.0,507.5348073071001875,22.52853318143682845617771205,22.53732625,22.536807,0.0,0.00006914564687609411270812316854,1.0003903080814165,0.9996098441995455630491089000,0.00000107848225,0.0010385,0.0186285,0.0186285,0.01759,0,0.9999999999999979,0.05574791314383874171296669082,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:20:57,4.614135,237,51.36390677776007854126504751,931,201.7712962451250342696951866,3406.9600000000005,58.369169944415006,116.8,105.0,66,0.6064845539813472,0.8703224672952667,0.49973604404464905,3.37422177436676,1.836905488686546442374354206,3.6828052,4.5935245,0.0,-1.487369882025662225579086884,2.0048963992335493,0.4987788897133485209520053371,5.233502659225,2.287685,2.287691,2.287691,6e-06,0,1.0,0.9999973772681712696338797504,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:20:22,0.016632,66,3968.253968253968253968253968,66,3968.253968253968253968253968,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000069155856,0.008316,0.008316,0.008316,0.0,0,1.0,1,0E-12,0.000000,0.016632,0.016632,0.016632,-10,-10,0,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:21:02,7.684220,12260,1595.477485027758184955662383,6744,877.6427535911257095710429946,30506.932111620154,174.66233741599862,193.91836734693877,121.0,66,1.2524457491932024,0.7323752174589974,0.9007003297604644,5.329355621103959183673469397,2.308539716163436332157682914,5.874954571428571428571428571,6.9073905,0.0,-1.341674030569291462767389681,2.5448791416905587,0.3929459688744597301713793288,1.289736842837854875283446712,1.135665814770284821961765948,0.2654120476190476190476190476,0.000009,2e-06,0.7010945759762918658292899650,0.23370435577717297,4.278878163060380913773621162,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:21:10,4.463525,10842,2429.021905332668686744221215,7241,1622.260433177813499420301219,27202.2011,164.93089795426445,180.83,121.0,66,1.0882739512506192,0.6962309756649874,0.9120770776655668,1.8295506457554404,1.352608829542170480947692812,1.58237986,1.2265175,0.0,0.7892799874457093977790165608,1.1698724904343574,0.8547940123189955671880788548,0.00321473926632,0.05669867076325511178164879652,0.018579,0.000006,2e-06,0.9827214509605397992032105776,0.3276443653779491,3.051761169237047837970224260,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:21:14,13.397389,12020,897.1897434641929110216923611,6717,501.3663483235427440376628610,30721.911391087047,175.27667098358253,191.19387755102042,122.0,66,1.1843083936281777,0.7142643504608028,0.9167483458606547,22.53474290726077551020408160,4.747077301588923515915719727,5.592699571428571428571428571,2.6093095,0.0,1.885406460790083958208452166,1.178135348576819,0.8487989102508421785525665791,0.31003589768656,0.5568086724239844308856572571,0.1181658,0.000010,2e-06,0.6366053862934254508048287316,0.2122161630234517,4.712096667766684022666941341,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:21:07,0.017246,66,3826.974370868607213266844486,66,3826.974370868607213266844486,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000074356129,0.008623,0.008623,0.008623,0.0,0,1.0,1,0E-12,0.000000,0.017246,0.017246,0.017246,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:21:18,0.017550,66,3760.683760683760683760683761,66,3760.683760683760683760683761,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000077000625,0.008775,0.008775,0.008775,0.0,0,1.0,1,0E-12,0.000000,0.017550,0.017550,0.01755,-10,-10,0,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:21:27,40.159998,6546,162.9980160855585699979367529,12792,318.5259122771868663937682467,30426.641927083332,174.43234197557325,201.4375,122.0,66,1.3662173958162658,0.7764471798410302,0.8659377820692435,323.0995234315930377604166667,17.97496935829357784667469358,15.1760760625,3.632941,0.0,1.926534866192811233522181538,0.8442893982179625,1.184427996029199385588852611,0.0003158038986505190311418685121,0.01777087219723666323857285075,0.01591776470588235294117647059,0.015760,3e-06,0.02663313946518928636973628849,0.8955533824815345,1.116417570280423925380220629,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:21:53,0.021966,66,3004.643540016388964763725758,66,3004.643540016388964763725758,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000120626289,0.010983,0.010983,0.010983,0.0,0,1.0,1,0E-12,0.000000,0.021966,0.021966,0.021966,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:22:03,0.019284,66,3422.526446795270690728064717,66,3422.526446795270690728064717,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.000092968164,0.009642,0.009642,0.009642,0.0,0,1.0,1,0E-12,0.000000,0.019284,0.019284,0.019284,-10,-10,0,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:22:08,60.842676,13523,222.2617558767467755691745051,6649,109.2818468405301568261067281,33832.401041666664,183.9358612170739,210.125,122.0,66,1.437321674254674,0.7835611775014842,0.8753640034126062,570.9678774917296066623263883,23.89493413867737796285420227,24.47605630208333333333333333,10.577317,0.0,1.744981495419093504153634882,1.0243198897319965,0.9762575246504686345174158068,6.525268974881848888888888889,2.554460603509447136623025167,0.7611125333333333333333333333,0.000022,1.4e-05,0.8938370773317568602743656999,0.29794882422054103,3.356219338974815379849688238,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:22:38,0.017665,66,3736.201528446079818850834984,66,3736.201528446079818850834984,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00007801305625,0.0088325,0.0088325,0.0088325,0.0,0,1.0,1,0E-12,0.000000,0.017665,0.017665,0.017665,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:22:48,0.024313,66,2714.597129107884670752272447,66,2714.597129107884670752272447,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00014778049225,0.0121565,0.0121565,0.0121565,0.0,0,1.0,1,0E-12,0.000000,0.024313,0.024313,0.024313,-10,-10,0,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:23:08,53.428462,6458,120.8719053151857524927444103,10971,205.3399927551723274385102083,28570.37228732639,169.0277263863133,181.55208333333334,121.0,66,1.074712734316879,0.683627981064117,0.9310150744785172,112.9142787189516353081597222,10.62611305788488377441026425,13.65819898958333333333333333,9.846812,0.0,1.076043601876183809564166089,1.2853429015088969,0.7780025072111686583172450318,0.00008114729651039697542533081287,0.009008179422635684570899897757,0.006592478260869565217391304348,0.000144,1e-06,2.147541015224189987655997759,0.731721466860057,1.366432935563064263823050304,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:23:23,0.018299,66,3606.754467457238100442647139,66,3606.754467457238100442647139,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00008371335025,0.0091495,0.0091495,0.0091495,0.0,0,1.0,1,0E-12,0.000000,0.018299,0.018299,0.018299,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:23:33,0.018937,66,3485.240534403548608544119977,66,3485.240534403548608544119977,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00008965249225,0.0094685,0.0094685,0.0094685,0.0,0,1.0,1,0E-12,0.000000,0.018937,0.018937,0.018937,-10,-10,0,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:24:02,14.407724,1771,122.9201780933615885479205460,3430,238.0667480859572268319409783,28242.363852556486,168.054645435812,179.3448275862069,105.0,66,1.3271545227460437,0.674452213399234,0.9370476288480193,51.23956664852616171224732459,7.158181797672238619786720948,6.938588103448275862068965517,0.087488,0.0,2.871301804185601019092145645,0.9693226994744152,1.031648181294236373259057933,0.000611057706734375,0.02471958144334921784154575758,0.020422375,0.009191,1e-06,1.363054025700964099258290736,0.8261213907201633,1.210416586873427691027402914,True
192.168.68.63,1.1.1.1,35198,443,2024-07-20 10:24:08,38.984877,198,5.078892515166842773416984232,303,7.772244606543198789622960719,186.24489795918367,13.64715713836342,71.57142857142857,66.0,66,1.2247448713915887,0.4082482904638629,0.19067884225258272,309.6947877384777142857142857,17.59814728141794232908885296,27.834440,38.958066,0.0,-1.896272230613539639426027301,1.581668771995712,0.6322436262923896557318506483,0.00008224458866666666666666666667,0.009068880232237421419869198783,0.015155,0.018661,0.002718,-1.159790374407123488248271209,1.3713931247862137,0.5984084613815520567383173067,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:24:18,0.019127,66,3450.619543054321116745961207,66,3450.619543054321116745961207,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00009146053225,0.0095635,0.0095635,0.0095635,0.0,0,1.0,1,0E-12,0.000000,0.019127,0.019127,0.019127,-10,-10,0,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:25:03,29.499523,3096,104.9508495442451730490693019,5824,197.4269211064870438752518134,21800.19857312723,147.64890305426326,153.79310344827587,103.0,66,1.0320382149322562,0.5946072177455362,0.9600489212048507,109.3115199266168953626634958,10.45521496319501291977527109,14.90098303448275862068965517,15.055708,0.0,-0.04439649478138293232296972511,1.4252201496514387,0.7016459879861834403054076258,0.0004999477954097222222222222221,0.02235951241440032435624251092,0.02298041666666666666666666667,0.019920,1.5e-05,0.4106194191464992401765663985,1.0270982766098298,0.9729811577713048874038044386,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:25:03,38.741784,132,3.407174021722902590133691314,171,4.413839073595578355400463747,285.1875,16.887495373796554,75.75,66.0,66,1.7320508075688772,0.5773502691896257,0.22293723265738025,375.0153806511831875,19.36531385367103177588117235,19.37645775,19.3820235,0.0,-0.0008622246004463669507641333302,1.0005754565308456,0.9994248744289204137882824506,0E-12,0.000000,0.022291,0.022291,0.022291,-10,-10,0,True
192.168.68.63,1.1.1.1,58162,443,2024-07-20 10:25:42,0.024291,132,5434.111399283685315548968754,132,5434.111399283685315548968754,0.0,0.0,66.0,66.0,66,-10,-10,0.0,0.00009791381625,0.009895141042451087771154809570,0.0072305,0.0023155,0.0,1.490125298542240091532308824,0.7307121716588448,1.368527908505786290181150622,0.000096628900,0.009830,0.012142,0.012142,0.002312,0,1.0,0.8095865590512271454455608631,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:25:49,73.883370,5590,75.65978649863968035026014650,10677,144.5115456969545379427061868,24903.83062065973,157.80947569984423,169.44791666666666,113.0,66,1.0730898714985537,0.6555241135419904,0.9313155263530489,556.3199019545017333984375,23.58643470205918454038747236,38.80994121875,37.448680,0.0,0.1731412020441338814741091702,1.6454348318850303,0.6077420877582782937821032914,0.00059137920136,0.02431828944148827257312603655,0.0280342,0.019892,1.1e-05,1.004453872414518759454128470,1.1523507879707588,0.8674508079948160665589186262,True
192.168.68.63,1.1.1.1,35194,443,2024-07-20 10:27:03,23.670897,7868,332.3912904525755825814290012,12081,510.3735612554099660862028169,29433.909900000013,171.5631367747746,199.49,122.0,66,1.3550113641555936,0.7780809007662502,0.8600087060743625,37.7831639228615516,6.146801113006793194497812106,12.16027222,13.617315,0.0,-0.7111224618526500235578505497,1.9783090417987566,0.5054821965989502490346233471,0.0003556471280154320987654320987,0.01885860885684392412695363797,0.01523161111111111111111111111,0.0164445,1e-06,-0.1929445959820184982022153938,0.8076211361467319,1.238123053383827618312666580,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:27:27,2.381385,14002,5879.771645492014101037841424,6348,2665.675646734988252634496312,32128.13,179.24321465539498,203.5,122.0,66,1.364068371960773,0.7671141151108641,0.8808020376186485,0.4095602143701819,0.6399689167218841574790511100,1.11020159,1.3492105,0.0,-1.120408681210377291406184526,1.734774238234555,0.5764438841434951984522478571,0.01150922969711418685121107266,0.1072810780012681772791724948,0.03620594117647058823529411765,0.000014,9e-06,1.012068722204005837333421402,0.33740284727603775,2.963079387395892149234416210,True
1.1.1.1,192.168.68.63,443,35194,2024-07-20 10:27:29,63.122351,13322,211.0504407543375562801835439,6671,105.6836428668507609927266492,30913.745099999996,175.82305053661193,199.93,122.0,66,1.3296891351075582,0.7617317501388223,0.8794230507508224,310.6688170816262064,17.62579975722027219921943313,37.85942056,37.8695425,37.862677,-0.001722805229734944497770941234,-0.0001847541697316329,0.4655591526892685279708209335,11.62634293422319031141868512,3.409742355988673568774848048,1.244540470588235294117647059,0.000025,1.3e-05,1.094964376181479419981652160,0.3649916447213143,2.739760125580367800729114701,True
